GENE,Human,Chimpanzee,Gorilla,Macaque,Marmoset,Mouse Lemur,Rat,Mouse,Rabbit,Cow,Pig,Cat,Microbat,Horse,Opossum,Platypus,Chicken,Zebra Finch,Chinese softshell turtle,Anole lizard,Xenopus,Medaka,Tetraodon,Fugu,Cod,Zebrafish,Spotted gar,Lamprey,C.savignyi,C.intestinalis,Fruitfly,C. elegans,S. cerevisiae
MYB#ENSG00000118513,100,98.6,97.4,98.2,96.3,95.5,84.1,87.9,89.8,76.1,88.4,92,84.9,85.5,86.7,80.6,75.2,77.9,81.7,66.8,59.9,43.6,44.7,44.9,43.5,46.9,58.2,34.7,0,25.2,24.8,0,9.9
ZNF366#ENSG00000178175,100,99.7,99.3,97.6,95.8,91.1,84.7,85.9,84.5,87.4,87.1,90.5,84.5,75.5,79,66.5,72.2,71.2,71.4,67.1,54.7,46.2,48.4,48.1,44.4,49.1,57.8,28.4,0,0,11.7,0,4.8
DOT1L#ENSG00000104885,100,99.2,99.2,97.8,90.4,88.9,84,84.3,0,83.9,60,65.6,85.5,83.9,75.1,43.2,76.4,74.6,57.9,8.8,55.4,40.3,46.9,47.5,36.2,51.9,53.7,0,0,11.3,22.8,12.8,9.2
ZNF598#ENSG00000167962,100,98.5,98.4,94.8,90.5,84.8,80.2,80.7,0,81.2,81.2,80,81.5,82.3,62.9,16.6,60.2,59.6,45.7,60.1,54.3,46.1,46.9,42.5,43.5,51,54.2,0,4.8,5.8,26.7,19.4,15.4
KLF6#ENSG00000067082,100,99.6,100,99.6,99.3,94.7,90.8,95.1,91.5,77.4,93.3,91.5,93.3,93.6,86.9,78.4,88.3,88.7,87.6,84.8,0,70,75.6,76.3,74.2,56.2,79.2,52.3,51.2,52.3,45.9,0,14.8
TEAD4#ENSG00000197905,100,99.5,99.5,69.8,96.8,85.9,68.9,91.9,64.7,80.2,95.6,92.9,94.5,97,77.6,51.4,85.7,88.5,90.8,0,0,77.2,78.1,78.1,77.6,45.2,77.6,72.4,65.2,51.2,60.4,38.9,19.8
TBP#ENSG00000112592,100,98.2,97.6,95.6,95,91.2,91.4,91.2,93.2,45.7,77.6,0,90.6,95.9,87.9,83.8,87.6,87.3,85.8,83.8,82,79.9,77.6,81.1,79.1,80.5,84.7,70.5,54.6,54.9,57.8,51.3,45.1
MEIS2#ENSG00000134138,100,98.5,100,100,99.8,100,97.9,99.6,80.7,99.4,62.3,45.9,98.7,80.5,80.7,0,82,66.7,82,82,84.5,90.1,78.8,89.9,90.4,77.4,94.3,24.9,52.4,51.6,50.7,39.8,11.9
KAT7#ENSG00000136504,100,100,99.2,99.8,94.4,100,91.8,99.8,99.7,99.7,99.8,99.7,99.3,100,99,0,97.9,96.4,98.2,94.1,94.3,77.9,73,77.6,76.3,84.5,91,65.6,44.7,46.2,37.6,0,26.5
PA2G4#ENSG00000170515,100,0,81.2,76.9,95.2,0,99,99,97.7,99.7,53.3,99.7,99,99.2,95.7,45.4,91.9,26.9,85.5,89.1,88.6,83.2,82.2,82.5,77.4,83.2,87.6,72.3,55.6,58.4,53,47.2,18.3
DR1#ENSG00000117505,100,100,100,0,100,99.4,99.4,99.4,100,100,98.9,99.4,100,99.4,98.3,59.1,98.9,98.3,88.1,94.3,97.2,92,88.6,88.1,92.6,93.8,94.3,86.4,59.7,60.2,59.7,41.5,31.3
KMT2A#ENSG00000118058,100,99.7,95.2,98.8,95.6,95,87.9,91,92.2,91.2,8.1,0,83.9,95.3,78.7,41.6,79.5,77.6,78.3,66.2,61.2,47,45,49.2,47.6,50,58.3,0,12.7,10.4,16.8,0,5.1
FOXG1#ENSG00000176165,100,84.9,69.3,100,98.4,91.6,96.1,95.9,0,0,2.2,55,37.6,50.7,90.6,68.3,83,0,60.7,77.9,0,57.5,60.9,66.9,24.9,36,37,24.3,27.8,27,33.1,23.1,13.7
FBXL19#ENSG00000099364,100,60.1,87.6,97.1,98.8,99.1,95.1,94.7,98,99,99.3,99,80.8,96.8,28.2,0,0,0,16,65.1,45,0,49.3,50.7,37.8,32.1,11.8,46,20.7,21.3,27.1,0,2
FOXP3#ENSG00000049768,100,0,90.5,90.3,95.6,84.2,85.8,86.1,90.3,90,89.6,90.5,71.2,84.7,55.2,59.4,0,0,0,15.5,32.5,31.8,23,32.7,13,27.1,30.4,0,0,0,25.5,26,12.8
KMT2B#ENSG00000272333,100,95.2,87.2,96.1,90.6,91.7,90.6,90.5,85.1,92.3,92.6,91.5,88.6,55.8,74.5,9.9,0,0,0,52.4,35.6,28.4,22.4,30.2,29.8,38.9,30.5,0,18.2,13.8,21.8,0,7
RFX5#ENSG00000143390,100,99.5,99.2,35.9,95.5,90.9,79.9,78.4,50.6,87,87.5,87.2,84.1,88.8,60.9,0,47.2,0,22.4,26.5,27.4,23.5,31.8,23.1,0,36.4,24,0,0,0,21.6,0,13.3
TEAD2#ENSG00000074219,100,88.7,95.8,65.6,78.5,93.1,92.7,92.5,82.9,94.9,81.8,92.5,60.5,96,0,69.6,0,0,0,59.9,65.9,0,0,0,0,0,0,0,56.8,45,52.3,35.9,18.2
ZNF79#ENSG00000196152,100,98.6,98.4,91,93.2,84.7,0,0,0,81.7,88.6,0,0,84.7,70.1,0,0,0,40.2,0,0,35.1,21.9,24.1,0,29.9,37.8,12,0,20.7,24.5,0,22.7
ZNF391#ENSG00000124613,100,98.6,99.2,95,86.3,89.1,0,0,0,84.9,83.5,81.6,0,86.9,0,0,0,0,41.3,0,0,39.4,27.4,33.2,0,40.2,43.6,17,0,26.8,28.2,0,28.2
KLF17#ENSG00000171872,100,98.2,97.4,90.5,79.4,54.5,44,42.9,50.1,60.9,53.5,55.8,56.3,58.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,0,9
ZFP41#ENSG00000181638,100,99,98,94,89.9,84.9,80.9,80.4,0,0,0,0,0,0,0,0,0,0,0,33.7,0,34.2,30.7,28.1,0,34.2,37.7,26.6,0,28.1,24.1,0,20.6
AC138696.1#ENSG00000264668,100,99,98,94,89.9,84.9,80.9,80.4,0,0,0,0,0,0,0,0,0,0,0,33.7,0,34.2,30.7,28.1,0,34.2,37.7,26.6,0,28.1,24.1,0,20.6
AC092835.1#ENSG00000233757,100,0,0,0,0,90,0,0,76.2,0,46.9,0,0,54,73.2,0,0,0,37.7,0,0,33.7,20.9,23.6,0,28.7,36.4,12.8,0,19.7,22.2,0,20.9
FOXO6#ENSG00000204060,100,0,77.8,76.6,59.4,86.8,68.9,68.9,0,47,0,35.8,0,22.7,43.8,14.3,31.3,0,0,27.2,40.3,34.5,30.8,34.7,20.6,36.1,40.1,7.2,26.3,11.4,24.5,21.5,12
ZSCAN22#ENSG00000182318,100,99,99.2,95.7,0,0,72.5,74.7,80.7,0,0,81.7,0,48.5,0,0,0,0,0,12,0,23.8,20.4,20.6,0,24.4,29.1,12.8,0,20.2,19.8,0,22.2
TGIF2LX#ENSG00000153779,100,97.9,97.1,85.9,0,0,38.2,32.4,49,0,0,56.8,0,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,0,17.4
TGIF2LY#ENSG00000176679,100,0,84.3,75.7,0,0,34.6,26.5,42.7,0,0,47.6,0,42.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,0,17.8
FOXO4#ENSG00000184481,100,96.8,81.4,98.8,92.7,95.2,88.3,88.5,33.1,89.1,89.5,94.9,92.5,84.6,20.8,0,54.9,40.4,36.8,56.8,51.1,0,40.2,47.5,36.8,43.8,32.1,7.5,34.3,13.3,31.3,26.3,13.7
REXO4#ENSG00000148300,100,98.6,95.5,94.1,90,70.6,57.6,59,0,53.1,54.5,59.7,0,64.9,52.1,46.2,40.3,47.6,45.7,0,37,42.2,39.8,41.7,31.5,40.8,43.6,0,0,29.1,23,23.7,21.3
SNAPC4#ENSG00000165684,100,63.6,92,73.2,68.1,56,50.6,49.2,0,51.1,0,50.6,19.2,54.5,41.9,31.9,34.6,20.8,36.9,4.8,28.4,0,12.3,3.4,13.3,22.8,27.3,7.3,0,2.4,6.1,6.1,7.7
KLF1#ENSG00000105610,100,99.7,98.6,97.2,92.3,83.7,71,71.3,64.1,83.4,80.7,57.2,79.6,0,52.8,0,23.5,0,0,25.1,0,28.2,29.6,29.6,0,31.2,31.5,17.4,27.9,28.5,0,24.9,10.8
SETDB2#ENSG00000136169,100,99.6,98.1,96.4,91.1,76.6,67.2,65.6,79.4,77.3,79.3,75,76.5,81.9,54,54.8,44.5,27.1,46.7,42,39.1,27,25.9,26.8,16.1,23.4,32,0,0,0,0,19.2,7.8
RFX8#ENSG00000196460,100,90.5,98.5,93,0,83.5,71,72.3,78,73.6,74.2,79.3,72.1,13.3,71.5,0,42.7,13.7,57.3,0,0,0,0,0,0,0,0,2.3,0,5.7,0,0,5.1
ZNF22#ENSG00000165512,100,100,100,99.1,97.3,95.1,85.7,86.2,94.6,0,92.4,95.5,87.9,92,75,0,0,0,0,42.9,0,40.2,34.8,34.8,0,46.9,44.6,29,0,33,33.9,0,31.7
FOXJ3#ENSG00000198815,100,99.8,99.7,99.7,99.5,19.1,95.2,94.5,92.3,95,0,96.3,95,98.2,93.1,89.1,0,0,0,0,73.8,54.2,60,70.6,71.7,73,76,31.5,32.3,33.8,0,0,14
CENPX#ENSG00000169689,100,38.2,29.8,77.9,33.6,0,22.1,25.2,29,30.5,0,0,0,20.6,0,0,26.7,0,24.4,26.7,0,0,20.6,0,22.1,23.7,12.2,0,16,18.3,0,0,
ZKSCAN7#ENSG00000196345,100,99.1,98.4,94,90.7,85.3,60.6,58.8,0,80,0,0,0,0,61.3,0,0,0,22.5,30.9,25.9,25.6,18.2,18.4,0,28.8,26.3,25.7,16.8,22.1,0,0,
ZNF347#ENSG00000197937,100,98.9,90.6,95.6,77.9,63.8,0,0,0,47.7,0,0,0,46.7,45.7,0,0,0,30.7,44.3,38.5,36.9,27,37.5,16.8,32.7,33.7,0,38.8,0,0,0,
ZNF615#ENSG00000197619,100,98,98.7,94.7,0,83.6,0,0,0,55,0,0,0,85.7,0,42.9,0,0,35.6,44.9,42,39.9,28.2,39.2,22.2,34.9,35.7,0,36.7,0,0,0,
TTF1#ENSG00000125482,100,91.6,97.9,88.8,81.1,0,45.5,46,48.3,54,5.6,57.5,43,40.1,42.2,18.1,14.5,20.7,27.3,0,0,9.4,15,4.4,9.9,18,18.6,12.3,4.5,9.3,0,0,
CTCFL#ENSG00000124092,100,97.7,97.3,90.1,77.9,0,54.1,53.1,0,59.3,64.6,64,43.4,58.7,56.6,40.6,0,22,50.7,33.7,0,0,0,0,0,0,0,0,9,22.3,27.3,0,
ZNF438#ENSG00000183621,100,98.4,99,94.6,88.3,0,61.7,62.7,7.4,59.8,57.6,62.6,67.8,33.7,56.3,51.1,43.2,32.7,46.6,0,36.1,31.3,29.2,27.5,17.1,31.8,31.3,0,0,0,0,0,
MEF2B#ENSG00000213999,100,99.2,97,86.4,95.9,0,57.6,57.9,0,89.4,89.1,89.4,86.1,0,52.7,56,33.4,0,0,0,0,31.8,28.8,29.6,31.3,41.3,43.8,0,19,29.9,31.5,29.6,
CREB3L3#ENSG00000060566,100,98.7,98.3,92.8,88.1,74.6,68.5,71.8,0,75.1,76.8,74.4,74.2,34.3,59.7,53.6,52.9,25.4,37.1,0,0,40.6,39,38,34.7,39.7,45.1,0,25.8,27.1,0,25.6,
AIRE#ENSG00000160224,100,98.2,98.5,91.7,51.2,65.1,70.3,71.2,0,76.3,78.2,73.4,46.1,75.6,51.4,54.3,0,31.2,52.3,8.1,0,31.6,27.7,29.5,0,33.6,37.8,0,1.7,0,13.6,0,
SNAI3#ENSG00000185669,100,97.9,98.6,93.2,89.7,0,66.1,68.8,60.6,71.2,0,54.1,78.4,68.5,61.6,65.8,0,0,44.5,50.3,0,0,33.2,41.8,0,42.5,39.4,0,32.5,36.6,43.2,0,
VAX2#ENSG00000116035,100,99.3,99.3,95.9,93.4,0,86.2,87.9,67.2,79.3,43.4,81,60.3,81.4,64.1,33.4,0,28.3,0,36.9,0,49.3,45.2,48.6,41.7,49,51.7,0,0,0,10.3,18.6,
BCL6B#ENSG00000161940,100,99.8,99.8,98.3,95.4,0,87.1,87.5,51.4,92.1,93.9,77.7,92.9,75.8,74.9,40.1,0,0,54.1,0,0,46.1,47.4,46.6,44.7,49.7,50.7,14.6,34.2,33.2,21.9,0,
HOXB1#ENSG00000120094,100,99.3,99,98,93.7,0,86.4,85.7,87.4,88.4,90.7,91.7,88.7,89.7,74.4,54.5,62.5,0,53.5,49.8,36.2,40.2,40.5,41.5,39.5,43.2,46.8,37.5,34.2,33.9,33.2,21.3,
MTERF3#ENSG00000156469,100,100,99.5,96.4,94,38.6,76,76.3,84.7,81.3,86.1,87.1,86.1,84.9,70,66.2,54.9,49.9,33.8,54.4,0,41.7,42.7,43.2,46,47.2,49.4,0,24.7,25.7,29.5,24.5,
DZIP1#ENSG00000134874,100,99.1,98.8,95.4,91,32.1,64.7,65.6,74.4,77.3,74.2,76.9,71.9,79.9,64.2,61.2,44.2,31.8,42.2,39.7,19.3,28.1,28.6,27,18.5,29.5,41.3,0,14.1,12.2,0,0,
HELT#ENSG00000187821,100,100,95,95.5,96.7,86,91.7,90.9,75.2,93.4,0,87.2,91.7,94.2,86.4,0,0,69.4,52.1,75.6,61.2,64.9,60.7,64,62,62,59.9,25.6,0,0,17.4,0,
ZNF592#ENSG00000166716,100,99.8,99.8,97.5,95.2,89.4,86.6,86.6,88.9,87,0,85.9,85.8,91.4,68.9,5.4,59.2,35.8,57.3,57.5,50,40,38.7,39.9,33.5,42.6,47.8,0,10.3,14.1,0,0,
SPEN#ENSG00000065526,100,98.7,99.1,97.8,94.6,90.5,79.5,80.5,82.3,86.7,5.1,87.8,81.7,88.9,68.6,12.8,67.6,7.7,66.6,61.2,55.2,37.8,41,42.4,40.7,44.4,52.1,0,0,2.4,17.7,0,
HIVEP3#ENSG00000127124,100,99,98.7,97.5,69.7,91,80.3,80,83.8,76.9,0,89.1,83.9,82.8,67.7,0,61.7,50,63.8,54.2,41.8,0,28.1,28.3,24.6,27.1,36.1,23.2,0,0,17.5,13.1,
THAP4#ENSG00000176946,100,99.3,72.6,97.7,92.5,92,83.9,83.4,82.3,77.1,0,83.5,82.3,85.1,0,57.7,69,67.4,66,67.4,40.4,0,0,16.3,15.6,0,35.9,0,0,0,16.1,13.5,
ZNF326#ENSG00000162664,100,93.1,92.6,76.5,92.1,88.5,70.6,84,83.7,89.5,26.3,90.7,80.4,85.4,71.3,72.2,68.2,68.7,68.6,66.3,54.1,0,0,0,0,29.9,43.1,0,0,0,0,0,
GLI3#ENSG00000106571,100,99.8,99.5,94.3,93.5,88.2,86.3,86.6,89.7,81.7,0,84.6,79.1,86.8,58.8,75.9,78.4,75.3,78.4,70.7,67.5,0,0,0,0,51.5,63,0,29.2,23.4,24.1,15.5,
SCMH1#ENSG00000010803,100,100,100,99.1,90.8,94.7,88.3,93.6,90.3,93.5,15.5,92.7,93.5,94.1,68.5,43.8,69.1,81.2,48,78.5,70.8,0,0,27.7,47.7,13.9,55.8,0,31.7,31.7,35,0,
ETS2#ENSG00000157557,100,100,99.6,99.6,98.9,94.2,92.1,91.7,87.6,87,76.5,76.8,89.6,81.7,71,83.8,79.3,57.4,76.1,78.9,68.2,0,0,0,52.2,56.5,63.8,0,41.6,40.1,41.2,0,
HEY2#ENSG00000135547,100,100,75.7,86.1,98.2,97.6,94.4,93.8,40.4,98.2,97.9,93.8,91.7,97.6,95,33.8,89.3,84.9,90.5,88.1,78.9,0,0,0,38,76.3,83.1,0,0,29.7,32.9,0,
NFIL3#ENSG00000165030,100,100,99.8,98.9,98.3,87.7,83.5,84.4,79.7,90.9,89.8,85.1,77.3,33.1,82.3,14.5,82.9,82.9,84.4,81.4,69.7,20.1,31.4,24.7,26.6,49.1,54.1,12.8,18.8,18.4,10,16.7,
ZNF608#ENSG00000168916,100,99.6,99.6,99.1,98,96.7,89.9,93,81.3,94.7,95.8,91.2,95.2,96.9,86.4,12.2,84.5,85.4,86,82.2,72.2,25.2,29.8,32.2,21.7,33.9,72.7,36.4,6.7,0,21.1,0,
TBX15#ENSG00000092607,100,99.8,100,82.4,82.1,81.9,97.8,98.7,98.3,60,76.2,87.7,96.8,87.4,93.7,0,34.2,71.3,90,86,85,72.8,78.7,78.4,0,80.6,83.6,0,25.1,24.4,0,0,
OSR1#ENSG00000143867,100,99.6,100,99.2,97.4,97,97.4,97.4,97,97,87.6,97,93.2,97.7,89.1,0,83.8,0,87.2,88.7,85,69.5,69.5,66.9,0,75.2,78.6,49.2,0,32.3,38.3,32.7,
ZIC2#ENSG00000043355,100,99.8,86.5,67.9,98.7,89.3,93.8,98.1,50.8,97,79.1,56.6,78.8,68.4,93.8,0,84.4,0,72.6,54.5,74.2,72,71.2,66.5,30.3,73.7,73.5,0,31.4,31.6,38.7,23.7,
OTP#ENSG00000171540,100,100,98.8,97.5,63.7,96,100,100,28.3,86.5,100,98.8,74.2,77.5,98.2,0,96.9,0,43.4,50.8,83.7,79.1,80.6,84,77.2,84.9,87.1,0,23.4,25.5,45.5,0,
NFIX#ENSG00000008441,100,91.4,93.9,93.9,88,94.1,95.9,93.7,59.2,94.1,84.4,94.3,94.3,96.6,91.8,73.7,77.6,0,39.9,92.3,63.5,82.3,78.7,83.7,75.1,76.2,85.3,0,0,0,39.7,31.3,
HES1#ENSG00000114315,100,100,100,100,98.9,99.3,98.6,98.2,68.9,98.9,99.6,75,98.6,61.4,83.2,69.3,65.7,0,68.2,68.6,74.6,76.8,76.1,76.1,75,76.4,76.8,35.4,0,38.6,33.9,0,
TFAP2A#ENSG00000137203,100,100,100,100,100,98.4,95.9,98.6,83.3,98.9,95,86.7,98.4,98.6,98.2,97.9,93.8,41.2,84,61.1,92,83.5,71.2,86.3,85.8,83.5,88.8,35.9,0,51.9,46.2,31.6,
NR4A2#ENSG00000153234,100,100,100,96.8,99.8,99.7,99.7,99.5,92.6,99.8,99.8,99.8,98.8,99.8,98.7,83.4,94.8,39.1,97.8,82.1,91.5,88.5,87.8,67.9,88.3,87.6,89.6,0,38.5,39.5,47,25.4,
SMAD4#ENSG00000141646,100,100,100,100,100,90.4,90.6,98.4,98.7,99.3,98.9,99.3,99.1,99.1,93.1,97.5,64.1,0,96,95.7,91.8,82.1,81.5,82.1,74.3,86.1,80.8,77,68.1,67.2,67.2,38.6,
MAX#ENSG00000125952,100,100,92.5,100,100,100,98.8,99.4,97.5,99.4,94.4,92.5,99.4,98.8,93.1,98.1,83.1,0,85,0,70.6,85,82.5,83.8,82.5,82.5,83.1,65,44.4,43.8,43.8,35,
POU4F2#ENSG00000151615,100,99,99.3,98.5,98.8,98.3,98.8,98.5,85.3,98,86.6,81.4,96.8,97.8,92.4,91.2,85.1,35.5,41.8,0,74.8,75.3,73.6,81.4,75.3,82.6,82.9,67.2,46.7,45.7,46.5,37.2,
SOX2#ENSG00000181449,100,98.7,88,100,97.5,100,98.4,98.4,98.7,100,99.7,78.9,83.6,94.3,91.5,85.2,93.4,93.4,94,0,88,85.2,85.2,85.2,83.6,87.1,89,52.7,0,0,0,32.2,
LHX2#ENSG00000106689,100,90.1,100,99.8,89.9,99.3,93.1,99,99.5,96.6,99.8,46.6,96.1,89.4,90.1,71.7,89.2,68.7,89.2,34.7,86.9,63.1,80.8,81.3,77.3,83.3,86.7,0,0,0,40.9,33,
BARHL2#ENSG00000143032,100,94.6,71.1,68,97.2,97.4,92.5,92.5,95.6,94.6,96.6,78.3,92.8,78.3,65.6,86.6,76.5,64.3,83.7,30.7,78.3,55.3,76.7,76.2,71.8,78.6,81.4,23.3,23.5,0,37.5,25.6,
LHX6#ENSG00000106852,100,99.7,79.8,98.5,98,99.5,98.2,98,69.9,99,72.7,83.9,83.2,50.5,93.4,66.3,80.1,80.1,56.4,0,76.5,63.5,70.7,63.3,69.4,72.4,73.7,0,0,0,29.1,28.8,
PRRX1#ENSG00000116132,100,100,99.6,49,99.6,81.6,99.6,99.6,91,98.8,49,81.6,98,81.2,81.2,65.7,91,49,65.3,0,62.4,85.3,84.9,0,76.3,84.1,84.5,0,0,0,35.5,0,
NAIF1#ENSG00000171169,100,99.4,99.4,99.1,98.2,96.6,95.1,93.9,95.4,96.9,95.1,98.2,95.4,97.2,86.5,17.7,72.8,76.1,75.2,0,60.9,57.2,56.9,55.4,54.1,59,62.1,0,0,0,0,0,
MEF2D#ENSG00000116604,100,99.8,99.8,99.6,82.3,96.9,91.9,93.7,94.8,92.7,90,81.6,93.5,87.3,92.3,26.7,76.6,68.5,76.8,0,66.4,59.1,63.7,64.1,62.8,65.3,49.3,0,13.6,29.8,29.6,23,
TBX3#ENSG00000135111,100,99.7,99.7,97.4,98.9,97.2,94.3,93.9,88.8,82.2,96.5,61.1,74.6,52.4,76.2,79.9,79.4,0,62.2,19.1,71.7,70,68.1,69.4,65,69.3,73.5,0,32,32.6,39,0,
PURA#ENSG00000185129,100,100,85.1,100,96,99.4,89.1,98.8,84.8,98.4,100,87.9,88.8,0,92.9,0,71.4,73.6,0,0,76.4,60.9,75.2,71.7,69.9,77,76.4,71.7,38.8,42.2,37.3,23.9,
TBR1#ENSG00000136535,100,100,100,99.1,100,98.7,97.5,99.3,84.5,99.6,98.2,66.4,74.6,0,97.1,14.2,95.3,54.1,90.5,49,86.1,79.5,79,79.9,52.3,80.5,88.6,45.7,21.1,21.1,0,11.9,
HOXD4#ENSG00000170166,100,99.2,98.8,96.5,97.3,94.1,93.3,92.2,91.4,92.9,92.9,0,91.8,0,73.7,74.9,71,72.2,69.8,70.2,65.9,61.6,62.4,58.4,59.6,60.8,63.1,26.3,34.1,35.3,42,24.3,
TWIST2#ENSG00000233608,100,100,61.3,100,100,99.4,100,100,99.4,100,100,0,100,0,68.8,74.4,0,0,71.3,80.6,66.9,70,64.4,71.9,59.4,65,71.3,60.6,0,0,46.3,24.4,
NHLH2#ENSG00000177551,100,100,100,100,96.3,98.5,97,97.8,90.4,95.6,97,0,97,0,96.3,90.4,0,0,0,79.3,0,0,69.6,69.6,66.7,65.2,71.9,0,0,0,54.1,43,
HOXD12#ENSG00000170178,100,99.3,99.6,97.8,0,95.6,86.3,85.9,93.7,90,91.1,0,85.6,0,75.9,72.2,64.8,37.4,63.7,25.2,0,41.1,43.7,43,42.2,44.8,53.3,0,28.5,27.8,25.6,0,
NEUROG1#ENSG00000181965,100,99.2,94.5,96.2,93.7,0,88.2,89,79.3,89.5,90.7,0,88.6,0,49.8,50.2,46.4,33.3,47.3,53.2,44.3,36.3,32.9,34.2,37.6,43.5,41.4,30.8,27,30,27,21.5,
NEUROG3#ENSG00000122859,100,97.7,98.1,93,87.4,0,77.1,75.7,73.8,82.7,0,0,80.8,0,62.6,0,30.8,29.9,58.4,0,46.3,0,0,0,0,0,38.3,32.7,28.5,29,30.8,20.6,
NKX2-6#ENSG00000180053,100,98.7,97.7,93.7,90.7,0,46.5,57.1,68.8,71.8,56.5,0,0,76.4,44.9,0,37.9,0,44.9,0,47.5,34.2,31.9,0,29.6,40.5,0,0,43.9,42.2,22.9,20.3,
MIXL1#ENSG00000185155,100,73.3,95.8,92.5,92.5,62.1,66.7,66.7,57.1,76.7,80,0,0,53.8,57.5,41.3,30.8,14.2,24.6,0,25,0,23.3,24.2,25.4,22.5,0,0,20,20.8,23.8,23.3,
CDX4#ENSG00000131264,100,96.1,97.5,93,86.6,86.6,83.5,82,84.5,84.2,85.2,0,0,74.3,52.8,0,50.4,52.1,48.9,23.2,41.2,45.4,0,43,41.5,46.5,47.9,18.3,29.6,30.3,31,19,
FOXB2#ENSG00000204612,100,99.1,67.1,98.4,81.3,96.8,87,90.5,91.9,60.6,93.1,0,0,0,84.3,26.4,62.5,0,0,46.5,0,50.5,45.1,46.3,45.1,48.6,50,0,32.2,0,29.4,27.3,
SOX4#ENSG00000124766,100,100,85.2,100,94.5,89.9,0,81.4,61.6,75.9,95.8,0,0,0,81,38.2,65.8,0,0,0,0,30.4,46.8,46.4,50,47.9,56.3,37.1,0,0,25.3,21.3,
INSM1#ENSG00000173404,100,94.9,68.2,96.1,57.5,64.3,0,87.1,16.9,79.6,69.2,31,0,37.3,71.8,48,0,27.5,0,41.2,0,0,48.4,48.2,47.6,50,50.8,39,0,13.5,24.5,16.3,
ZNF184#ENSG00000096654,100,99.9,99.7,99.1,97.6,94.4,0,81.9,0,91.6,93.3,0,90.3,0,50.7,42.3,0,0,36.1,44.2,39.5,38.9,26.1,38.2,17.4,35.7,35.6,0,37.2,0,0,0,
ZNF585B#ENSG00000245680,100,98.2,94.4,0,92.6,88.9,59.3,75.9,0,0,76.5,0,0,0,0,44.7,0,0,37.1,45.8,41.4,41.4,27.8,41.4,20.3,35.6,38.9,0,39.3,0,0,0,
FOXI2#ENSG00000186766,100,97.8,98.7,0,86.8,80.8,70.4,72.3,65.7,76.1,75.8,0,0,0,49.7,0,0,0,52.5,36.5,47.5,48.4,49.7,50.3,44.3,51.3,51.6,46.2,39.9,40.3,24.8,0,
ZNF883#ENSG00000228623,100,58.6,58.3,0,48.8,88.7,57.8,57.3,58.3,44.1,0,0,47,58.6,49.6,0,0,0,43.8,54.4,44.3,44.3,34.8,34.8,0,50.7,45.6,42.7,33.8,40.9,0,0,
GLIS3#ENSG00000107249,100,97.3,0,22.8,94.7,36.7,84.2,84.4,0,0,0,0,0,79.2,80,51.8,55.5,51.9,75.1,69.1,68.5,29.1,17.2,17,0,40.5,61.6,10.1,0,33.8,24.6,0,
NKX2-1#ENSG00000136352,100,0,40.4,31.9,98.5,0,91.3,0,0,0,0,82.5,79.1,95.5,75.6,0,70.8,71.3,71.6,69.1,69.6,63.6,37.9,62.6,62.8,62.8,66.8,35.4,26.7,26.2,34.9,21.9,
SCRT2#ENSG00000215397,100,40.4,0,0,96.1,0,89.9,88.3,0,0,0,78.8,0,0,77.5,0,65.8,59,50.8,55.7,0,54.7,53.4,53.7,48.9,52.8,48.2,0,0,0,45.6,32.6,
SLC2A4RG#ENSG00000125520,100,98.7,72.1,70.8,62,66.4,0,0,0,57.6,0,56.8,57.1,54.8,51.2,44.7,45.5,0,0,41.9,0,0,35.1,24,0,40.3,42.6,19.6,0,16,20.9,0,
ZNF845#ENSG00000213799,100,84.7,88.1,90.5,72.9,0,0,0,0,0,39.4,40.7,0,44.3,42.6,0,0,0,29.6,43.1,37.5,37.6,26.9,36.9,15.9,32.8,33.6,0,37.6,0,0,0,
ZNF780B#ENSG00000128000,100,47.2,97.5,45.9,77.4,46.8,42.5,0,0,0,45.4,62.1,0,48.9,47.9,35.5,0,0,26.2,41.7,34,36.6,27,34.8,17.4,34.7,31.5,0,34.8,0,0,0,
ZNF841#ENSG00000197608,100,99,99,0,0,69.2,0,0,0,0,41.8,42.5,0,41.8,43.6,0,0,0,31.7,42.5,37.3,35.6,25.6,38.2,17.2,31.6,33.9,0,35.6,0,0,0,
ZNF852#ENSG00000178917,100,70.2,98.7,84.2,0,75.5,0,0,69.1,70.9,68.3,75.1,0,0,66.5,0,0,0,28.7,38.7,35.4,33.5,24.9,25.2,0,36.6,33.7,33,23.9,29.8,0,0,
ZNF71#ENSG00000197951,100,99.2,99,96.9,0,85.7,0,0,0,0,76.5,0,0,63.2,47.2,0,0,0,33.5,46.2,36.6,38,27.4,28,0,43.6,39.3,39.3,26.2,35.4,0,0,
ZNF544#ENSG00000198131,100,98,98,76.5,0,44.8,0,0,0,0,0,57.1,0,57.1,26.6,0,0,0,17.8,25.6,25.5,22.4,16.9,17.5,0,26.4,24.1,22.9,15.2,18.3,0,0,
